Product_Name,Price,Rating,RnR,Page,Processor,RAM,Storage,Battery,Screen_size,Brand,Front_camera
"realme C30 (Bamboo Green, 32 GB)",6999.0,4.1,"36,653 Ratings & 2,394 Reviews",4,Unisoc T612 Processor,3 GB RAM, 32 GB ROM,5000 mAh Lithium Ion Battery,"['16.51 cm', '6.5 inch']",3, 5MP Front
"realme C30 (Lake Blue, 32 GB)",6999.0,4.1,"36,653 Ratings & 2,394 Reviews",4,Unisoc T612 Processor,3 GB RAM, 32 GB ROM,5000 mAh Lithium Ion Battery,"['16.51 cm', '6.5 inch']",3, 5MP Front
"realme C30 (Denim Black, 32 GB)",6999.0,4.1,"36,653 Ratings & 2,394 Reviews",4,Unisoc T612 Processor,3 GB RAM, 32 GB ROM,5000 mAh Lithium Ion Battery,"['16.51 cm', '6.5 inch']",3, 5MP Front
"APPLE iPhone 11 (Black, 128 GB)",45999.0,4.6,"1,81,756 Ratings & 10,709 Reviews",4,A13 Bionic Chip Processor,,128 GB ROM,,"['15.49 cm', '6.1 inch']",128, 12MP Front
"POCO X4 Pro 5G (Laser Black, 128 GB)",21999.0,4.1,"15,892 Ratings & 1,650 Reviews",4,Qualcomm Snapdragon 695 5G Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium-ion Polymer Battery,"['16.94 cm', '6.67 inch']",8, 16MP Front
"SAMSUNG Galaxy M04 (Dark Blue, 64 GB)",8977.0,4.2,185 Ratings & 16 Reviews,4,MediaTek Helio P35 Processor,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.51 cm', '6.5 inch']",4, 5MP Front
"POCO C50 (Royal Blue, 32 GB)",6999.0,4.3,796 Ratings & 46 Reviews,4,Mediatek Helio A22 Processor0 GHz Processor,3 GB RAM, 32 GB ROM,5000 mAh Lithium Polymer Battery,"['16.56 cm', '6.52 inch']",3, 5MP Front
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",20499.0,4.1,"3,781 Ratings & 471 Reviews",4,Qualcomm Snapdragon 695 5G Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium Battery,"['16.76 cm', '6.6 inch']",8, 16MP Front
"REDMI 10 (Pacific Blue, 64 GB)",9999.0,4.3,"1,79,756 Ratings & 11,713 Reviews",4,Qualcomm Snapdragon 680 Processor,4 GB RAM, 64 GB ROM,6000 mAh Lithium Polymer Battery,"['17.02 cm', '6.7 inch']",4, 5MP Front
"POCO C50 (Country Green, 32 GB)",6249.0,4.4,"1,674 Ratings & 81 Reviews",4,Mediatek Helio A22 Processor0 GHz Processor,2 GB RAM, 32 GB ROM,5000 mAh Lithium Polymer Battery,"['16.56 cm', '6.52 inch']",2, 5MP Front
"OPPO K10 5G (Midnight Black, 128 GB)",16999.0,4.4,"56,932 Ratings & 4,273 Reviews",4,Mediatek Dimensity 810 Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium Ion Polymer Battery,"['16.66 cm', '6.56 inch']",8, 8MP Front
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",18999.0,4.2,"6,374 Ratings & 833 Reviews",4,Qualcomm Snapdragon 695 5G Processor,6 GB RAM, 128 GB ROM,5000 mAh Lithium Battery,"['16.76 cm', '6.6 inch']",6, 16MP Front
"POCO M4 Pro (Cool Blue, 128 GB)",13999.0,4.3,"13,407 Ratings & 1,179 Reviews",4,Mediatek Helio G96 Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium-ion Polymer Battery,"['16.33 cm', '6.43 inch']",8, 16MP Front
"POCO M4 Pro 5G (Power Black, 128 GB)",15999.0,4.2,"11,155 Ratings & 924 Reviews",4,Mediatek Dimensity 810 Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium-ion Polymer Battery,"['16.76 cm', '6.6 inch']",8, 16MP Front
"MOTOROLA g82 5G (White Lily, 128 GB)",20499.0,4.1,"3,781 Ratings & 471 Reviews",4,Qualcomm Snapdragon 695 5G Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium Battery,"['16.76 cm', '6.6 inch']",8, 16MP Front
"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)",16999.0,4.3,"1,50,272 Ratings & 12,137 Reviews",4,Qualcomm Snapdragon 750G Processor,6 GB RAM, 128 GB ROM,5000 mAh Lithium Ion Battery,"['16.76 cm', '6.6 inch']",6, 8MP Front
"OPPO K10 (Black Carbon, 128 GB)",13990.0,4.4,"1,00,169 Ratings & 7,347 Reviews",4,Qualcomm Snapdragon 680 Processor,6 GB RAM, 128 GB ROM,5000 mAh Lithium Ion Battery,"['16.74 cm', '6.59 inch']",6, 16MP Front
"POCO M4 5G (Cool Blue, 64 GB)",11999.0,4.2,"50,344 Ratings & 4,012 Reviews",4,Mediatek Dimensity 700 Processor,4 GB RAM, 64 GB ROM,5000 mAh Lithium Ion Polymer Battery,"['16.71 cm', '6.58 inch']",4, 8MP Front
"realme C35 (Glowing Black, 64 GB)",11999.0,4.4,"1,64,076 Ratings & 9,648 Reviews",4,Unisoc Tiger T616 Processor,4 GB RAM, 64 GB ROM,5000 mAh Lithium Polymer Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",16999.0,4.3,"1,50,272 Ratings & 12,137 Reviews",4,Qualcomm Snapdragon 750G Processor,6 GB RAM, 128 GB ROM,5000 mAh Lithium Ion Battery,"['16.76 cm', '6.6 inch']",6, 8MP Front
"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)",5549.0,4.3,"77,459 Ratings & 4,142 Reviews",5,Unisoc T612 Processor,2 GB RAM, 32 GB ROM,5000 mAh Lithium Ion Battery,"['16.51 cm', '6.5 inch']",2, 5MP Front
"Realme C30 - Locked with Airtel Prepaid (Lake Blue, 32 GB)",5549.0,4.3,"77,459 Ratings & 4,142 Reviews",5,Unisoc T612 Processor,2 GB RAM, 32 GB ROM,5000 mAh Lithium Ion Battery,"['16.51 cm', '6.5 inch']",2, 5MP Front
"vivo T1 5G (Rainbow Fantasy, 128 GB)",15990.0,4.3,"62,458 Ratings & 4,982 Reviews",5,Turbo Processor Snapdragon 695 Processor,4 GB RAM, 128 GB ROM,5000 mAh Lithium Battery,"['16.71 cm', '6.58 inch']",4, 16MP Front
"MOTOROLA g82 5G(White Lily, 128 GB)",18999.0,4.2,"6,374 Ratings & 833 Reviews",5,Qualcomm Snapdragon 695 5G Processor,6 GB RAM, 128 GB ROM,5000 mAh Lithium Battery,"['16.76 cm', '6.6 inch']",6, 16MP Front
"realme 10 (Rush Black, 64 GB)",13999.0,4.4,"2,056 Ratings & 152 Reviews",5,Mediatek Helio G99 Octa Core Processor,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.26 cm', '6.4 inch']",4, 16MP Front
"REDMI 10 Prime (Phantom Black, 128 GB)",12999.0,4.2,"11,523 Ratings & 828 Reviews",5,Helio G88 Processor,6 GB RAM, 128 GB ROM,6000 mAh Battery,"['16.51 cm', '6.5 inch']",6, 8MP Front
"MOTOROLA g31 (Baby Blue, 128 GB)",11999.0,4.2,"13,073 Ratings & 1,379 Reviews",5,Mediatek Helio G85 Processor,6 GB RAM, 128 GB ROM,5000 mAh LiPo Battery,"['16.26 cm', '6.4 inch']",6, 13MP Front
"vivo T1X (Gravity Black, 64 GB)",11999.0,4.5,"74,907 Ratings & 4,269 Reviews",5,Qualcomm Snapdragon 680 Processor,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.71 cm', '6.58 inch']",4, 8MP Front
"vivo T1X (Gravity Black, 128 GB)",12999.0,4.5,"74,907 Ratings & 4,269 Reviews",5,Qualcomm Snapdragon 680 Processor,4 GB RAM, 128 GB ROM,5000 mAh Battery,"['16.71 cm', '6.58 inch']",4, 8MP Front
"vivo T1X (Space Blue, 64 GB)",11999.0,4.5,"74,907 Ratings & 4,269 Reviews",5,Qualcomm Snapdragon 680 Processor,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.71 cm', '6.58 inch']",4, 8MP Front
"realme 10 (Clash White, 64 GB)",13999.0,4.4,"2,056 Ratings & 152 Reviews",5,Mediatek Helio G99 Octa Core Processor,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.26 cm', '6.4 inch']",4, 16MP Front
"MOTOROLA g52 (Metallic White, 64 GB)",10999.0,4.2,"9,077 Ratings & 1,136 Reviews",5,Qualcomm Snapdragon 680 Processor,4 GB RAM, 64 GB ROM,5000 mAh Lithium Battery,"['16.76 cm', '6.6 inch']",4, 16MP Front
"POCO C50 (Royal Blue, 32 GB)",6249.0,4.4,"1,674 Ratings & 81 Reviews",5,Mediatek Helio A22 Processor0 GHz Processor,2 GB RAM, 32 GB ROM,5000 mAh Lithium Polymer Battery,"['16.56 cm', '6.52 inch']",2, 5MP Front
"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",11999.0,4.4,"1,17,416 Ratings & 6,815 Reviews",5,Exynos 850 Processor,4 GB RAM, 64 GB ROM,6000 mAh Lithium Ion Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
"realme C35 (Glowing Green, 64 GB)",11999.0,4.4,"1,64,076 Ratings & 9,648 Reviews",5,Unisoc Tiger T616 Processor,4 GB RAM, 64 GB ROM,5000 mAh Lithium Polymer Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
"realme C35 (Glowing Black, 128 GB)",12999.0,4.4,"1,64,076 Ratings & 9,648 Reviews",5,Unisoc Tiger T616 Processor,4 GB RAM, 128 GB ROM,5000 mAh Lithium Polymer Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
"realme C35 (Glowing Green, 128 GB)",12999.0,4.4,"1,64,076 Ratings & 9,648 Reviews",5,Unisoc Tiger T616 Processor,4 GB RAM, 128 GB ROM,5000 mAh Lithium Polymer Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
"POCO M4 Pro 5G (Cool Blue, 64 GB)",12999.0,4.3,"37,804 Ratings & 3,335 Reviews",5,Mediatek Dimensity 810 Processor,4 GB RAM, 64 GB ROM,5000 mAh Lithium-ion Polymer Battery,"['16.76 cm', '6.6 inch']",4, 16MP Front
"SAMSUNG GALAXY M13 (Midnight Blue, 64 GB)",10595.0,4.2,"2,261 Ratings & 151 Reviews",5,,4 GB RAM, 64 GB ROM,6000 mAh Battery,"['16.76 cm', '6.6 inch']",4,
"POCO M4 Pro 5G (Cool Blue, 128 GB)",15499.0,4.2,"45,989 Ratings & 4,036 Reviews",5,Mediatek Dimensity 810 Processor,6 GB RAM, 128 GB ROM,5000 mAh Lithium-ion Polymer Battery,"['16.76 cm', '6.6 inch']",6, 16MP Front
"Realme C30 - Locked with Airtel Prepaid (Bamboo Green, 32 GB)",5549.0,4.3,"77,459 Ratings & 4,142 Reviews",5,Unisoc T612 Processor,2 GB RAM, 32 GB ROM,5000 mAh Lithium Ion Battery,"['16.51 cm', '6.5 inch']",2, 5MP Front
"OPPO K10 5G (Ocean Blue, 128 GB)",16999.0,4.4,"56,932 Ratings & 4,273 Reviews",5,Mediatek Dimensity 810 Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium Ion Polymer Battery,"['16.66 cm', '6.56 inch']",8, 8MP Front
"vivo T1 5G (Rainbow Fantasy, 128 GB)",16990.0,4.4,"1,64,489 Ratings & 12,708 Reviews",5,Qualcomm Snapdragon 695 Processor,6 GB RAM, 128 GB ROM,5000 mAh Lithium Battery,"['16.71 cm', '6.58 inch']",6, 16MP Front
"vivo T1 5G (Starlight Black, 128 GB)",15990.0,4.3,"62,458 Ratings & 4,982 Reviews",5,Qualcomm Snapdragon 695 Processor,4 GB RAM, 128 GB ROM,5000 mAh Lithium Battery,"['16.71 cm', '6.58 inch']",4, 16MP Front
"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",12999.0,4.4,"1,17,416 Ratings & 6,815 Reviews",6,Exynos 850 Processor,4 GB RAM, 128 GB ROM,6000 mAh Lithium Ion Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
"OPPO K10 5G (Ocean Blue, 128 GB)",16999.0,4.4,"56,932 Ratings & 4,273 Reviews",6,Mediatek Dimensity 810 Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium Ion Polymer Battery,"['16.66 cm', '6.56 inch']",8, 8MP Front
"MOTOROLA e32 (Eco Black, 64 GB)",8999.0,4.1,457 Ratings & 33 Reviews,6,Mediatek Helio G37 Processor,4 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.51 cm', '6.5 inch']",4, 8MP Front
"POCO M4 Pro (Yellow, 128 GB)",13999.0,4.3,"13,407 Ratings & 1,179 Reviews",6,Mediatek Helio G96 Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium-ion Polymer Battery,"['16.33 cm', '6.43 inch']",8, 16MP Front
"Realme C30 - Locked with Airtel Prepaid (Bamboo Green, 32 GB)",5549.0,4.3,"77,459 Ratings & 4,142 Reviews",6,Unisoc T612 Processor,2 GB RAM, 32 GB ROM,5000 mAh Lithium Ion Battery,"['16.51 cm', '6.5 inch']",2, 5MP Front
"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",11999.0,4.4,"1,17,416 Ratings & 6,815 Reviews",6,Exynos 850 Processor,4 GB RAM, 64 GB ROM,6000 mAh Lithium Ion Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
"vivo T1X (Space Blue, 128 GB)",12999.0,4.5,"74,907 Ratings & 4,269 Reviews",6,Qualcomm Snapdragon 680 Processor,4 GB RAM, 128 GB ROM,5000 mAh Battery,"['16.71 cm', '6.58 inch']",4, 8MP Front
"MOTOROLA g72 (Meteorite Grey, 128 GB)",15999.0,4.1,"8,628 Ratings & 1,262 Reviews",6,Mediatek Helio G99 Processor,6 GB RAM, 128 GB ROM,5000 mAh Lithium Battery,"['16.64 cm', '6.55 inch']",6, 16MP Front
"vivo T1X (Space Blue, 128 GB)",14999.0,4.4,"3,834 Ratings & 243 Reviews",6,Qualcomm Snapdragon 680 Processor,6 GB RAM, 128 GB ROM,5000 mAh Battery,"['16.71 cm', '6.58 inch']",6, 8MP Front
"Infinix Note 12 5G (Snowfall, 64 GB)",12999.0,4.2,"13,368 Ratings & 1,517 Reviews",6,Mediatek Dimensity 810 5G Processor,6 GB RAM, 64 GB ROM,5000 mAh Li-ion Polymer Battery,"['17.02 cm', '6.7 inch']",6, 16MP Front
SAMSUNG GURU MUSIC 2,2063.0,4.1,"3,211 Ratings & 261 Reviews",6,0 0 0 208MHz Processor,8 MB RAM, 0 GB ROM,800 mAh Battery,"['5.08 cm', '2 inch']",8, 0MP Front
"Infinix Note 12 5G (Force Black, 64 GB)",12999.0,4.2,"13,368 Ratings & 1,517 Reviews",6,Mediatek Dimensity 810 5G Processor,6 GB RAM, 64 GB ROM,5000 mAh Li-ion Polymer Battery,"['17.02 cm', '6.7 inch']",6, 16MP Front
"REDMI 9i Sport (Metallic Blue, 64 GB)",7499.0,4.3,"2,27,628 Ratings & 13,426 Reviews",6,MediaTek Helio G25 Processor,4 GB RAM, 64 GB ROM,5000 mAh Li-Polymer Battery,"['16.59 cm', '6.53 inch']",4, 5MP Front
"realme 9i 5G (Rocking Black, 64 GB)",14999.0,4.5,"39,180 Ratings & 1,837 Reviews",6,Mediatek Dimensity 810 5G Processor,4 GB RAM, 64 GB ROM,5000 mAh Lithium Ion Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
"MOTOROLA g22 (Iceberg Blue, 64 GB)",9699.0,3.7,"28,250 Ratings & 3,371 Reviews",6,Mediatek Helio G37 Processor,4 GB RAM, 64 GB ROM,5000 mAh Lithium Ion Battery,"['16.51 cm', '6.5 inch']",4, 16MP Front
"REDMI 10 (Midnight Black, 128 GB)",11999.0,4.2,"23,677 Ratings & 1,733 Reviews",6,Qualcomm Snapdragon 680 Processor,6 GB RAM, 128 GB ROM,6000 mAh Lithium Polymer Battery,"['17.02 cm', '6.7 inch']",6, 5MP Front
"POCO X4 Pro 5G (Laser Blue, 64 GB)",18999.0,4.2,"69,194 Ratings & 6,988 Reviews",6,Qualcomm Snapdragon 695 5G Processor,6 GB RAM, 64 GB ROM,5000 mAh Lithium-ion Polymer Battery,"['16.94 cm', '6.67 inch']",6, 16MP Front
"realme 10 Pro 5G (Dark Matter, 128 GB)",19999.0,4.4,"4,920 Ratings & 398 Reviews",6,Qualcomm Snapdragon 695 5G Processor,8 GB RAM, 128 GB ROM,5000 mAh Battery,"['17.07 cm', '6.72 inch']",8, 16MP Front
"realme 10 Pro 5G (Dark Matter, 128 GB)",18999.0,4.4,"6,974 Ratings & 604 Reviews",6,Qualcomm Snapdragon 695 5G Processor,6 GB RAM, 128 GB ROM,5000 mAh Battery,"['17.07 cm', '6.72 inch']",6, 16MP Front
"realme 10 Pro 5G (Hyperspace, 128 GB)",18999.0,4.4,"6,974 Ratings & 604 Reviews",6,Qualcomm Snapdragon 695 5G Processor,6 GB RAM, 128 GB ROM,5000 mAh Battery,"['17.07 cm', '6.72 inch']",6, 16MP Front
"realme 10 Pro 5G (Nebula Blue, 128 GB)",18999.0,4.4,"6,974 Ratings & 604 Reviews",6,Qualcomm Snapdragon 695 5G Processor,6 GB RAM, 128 GB ROM,5000 mAh Battery,"['17.07 cm', '6.72 inch']",6, 16MP Front
Nokia 150 DS 2020,2499.0,4.1,"20,732 Ratings & 1,627 Reviews",6,MediaTek Processor,4 MB RAM, 4 MB ROM,1020 mAh Lithium-ion Battery,"['6.1 cm', '2.4 inch']",4,
"Infinix Hot 12 Pro (Halo White, 128 GB)",11999.0,4.0,"4,424 Ratings & 392 Reviews",6,Unisoc T616 Processor,8 GB RAM, 128 GB ROM,5000 mAh Lithium-ion Polymer Battery,"['16.76 cm', '6.6 inch']",8, 8MP Front
"REDMI Note 10S (Frost White, 64 GB)",12999.0,4.4,"83,691 Ratings & 5,681 Reviews",6,Mediatek Helio G95 Processor,6 GB RAM, 64 GB ROM,5000 mAh Lithium-Ploymer Battery,"['16.33 cm', '6.43 inch']",6, 13MP Front
"REDMI Note 12 Pro+ 5G (Obsidian Black, 256 GB)",29999.0,4.3,"4,052 Ratings & 505 Reviews",7,Mediatek Dimensity 1080 Processor,8 GB RAM, 256 GB ROM,4980 mAh Lithium Polymer Battery,"['16.94 cm', '6.67 inch']",8, 16MP Front
"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",12999.0,4.4,"1,17,416 Ratings & 6,815 Reviews",7,Exynos 850 Processor,4 GB RAM, 128 GB ROM,6000 mAh Lithium Ion Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
LAVA A1 Josh 2021,1089.0,4.1,"7,518 Ratings & 639 Reviews",7,,,0 MB ROM,800 mAh Li-ion Battery,"['4.5 cm', '1.77 inch']",0,
"realme C30 (Denim Black, 32 GB)",5999.0,4.3,"77,459 Ratings & 4,142 Reviews",7,Unisoc T612 Processor,2 GB RAM, 32 GB ROM,5000 mAh Lithium Ion Battery,"['16.51 cm', '6.5 inch']",2, 5MP Front
"vivo T1 5G (Starlight Black, 128 GB)",15990.0,4.3,"62,458 Ratings & 4,982 Reviews",7,Qualcomm Snapdragon 695 Processor,4 GB RAM, 128 GB ROM,5000 mAh Lithium Battery,"['16.71 cm', '6.58 inch']",4, 16MP Front
Nokia 150 DS 2020,2499.0,4.1,"20,732 Ratings & 1,627 Reviews",7,MediaTek Processor,4 MB RAM, 4 MB ROM,1020 mAh Lithium-ion Battery,"['6.1 cm', '2.4 inch']",4,
"realme 9i 5G (Rocking Black, 64 GB)",14999.0,4.5,"39,180 Ratings & 1,837 Reviews",7,Mediatek Dimensity 810 5G Processor,4 GB RAM, 64 GB ROM,5000 mAh Lithium Ion Battery,"['16.76 cm', '6.6 inch']",4, 8MP Front
Nokia 105 SS,1299.0,4.2,"27,951 Ratings & 2,026 Reviews",7,SC6531E Processor,32 MB RAM, 32 MB ROM,800 mAh Lithium Ion Battery1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery,"['4.5 cm', '1.77 inch']",32,0MP Front
Motorola a10,1469.0,4.2,"5,990 Ratings & 680 Reviews",7,,,0 MB ROM,1750 mAh Battery,"['4.57 cm', '1.8 inch']",0,
SAMSUNG GURU MUSIC 2,2063.0,4.1,"3,211 Ratings & 261 Reviews",7,0 0 0 208MHz Processor,8 MB RAM, 0 GB ROM,800 mAh Battery,"['5.08 cm', '2 inch']",8, 0MP Front
"REDMI Note 11 (Starburst White, 64 GB)",12470.0,4.2,434 Ratings & 31 Reviews,7,,6 GB RAM, 64 GB ROM,5000 mAh Battery,"['16.33 cm', '6.43 inch']",6,
